"FacName","FacStreet","FacCity","FacState","RegistryID","lat","lon","FacSNCFlg","FacQtrsWithNC","FacInspectionCount","Over80CountUs","FacFormalActionCount","FacMapFlg","DFR URL","id","RAW_D_MINOR","RAW_D_INCOME","RAW_D_LESSHS","RAW_D_LING","RAW_D_UNDER5","RAW_D_OVER64","RAW_D_UNEMPLOYED","RAW_D_INDEX","RAW_E_LEAD","RAW_E_DIESEL","RAW_E_CANCER","RAW_E_RESP","RAW_E_TRAFFIC","RAW_E_NPDES","RAW_E_NPL","RAW_E_RMP","RAW_E_TSDF","RAW_E_O3","RAW_E_PM25","RAW_E_UST","S_D_MINOR","S_D_INCOME","S_D_LESSHS","S_D_LING","S_D_UNDER5","S_D_OVER64","S_D_UNEMPLOYED","S_D_INDEX","S_E_LEAD","S_E_DIESEL","S_E_CANCER","S_E_RESP","S_E_TRAFFIC","S_E_NPDES","S_E_NPL","S_E_RMP","S_E_TSDF","S_E_O3","S_E_PM25","S_E_UST","S_D_MINOR_PER","S_D_INCOME_PER","S_D_LESSHS_PER","S_D_LING_PER","S_D_UNDER5_PER","S_D_OVER64_PER","S_D_UNEMPLOYED_PER","S_D_INDEX_PER","S_E_LEAD_PER","S_E_DIESEL_PER","S_E_CANCER_PER","S_E_RESP_PER","S_E_TRAFFIC_PER","S_E_NPDES_PER","S_E_NPL_PER","S_E_RMP_PER","S_E_TSDF_PER","S_E_O3_PER","S_E_PM25_PER","S_E_UST_PER","S_P_LEAD","S_P_DIESEL","S_P_CANCER","S_P_RESP","S_P_TRAFFIC","S_P_NPDES","S_P_NPL","S_P_RMP","S_P_TSDF","S_P_O3","S_P_PM25","S_P_UST","R_D_MINOR","R_D_INCOME","R_D_LESSHS","R_D_LING","R_D_UNDER5","R_D_OVER64","R_D_UNEMPLOYED","R_D_INDEX","R_E_LEAD","R_E_DIESEL","R_E_CANCER","R_E_RESP","R_E_TRAFFIC","R_E_NPDES","R_E_NPL","R_E_RMP","R_E_TSDF","R_E_O3","R_E_PM25","R_E_UST","R_D_MINOR_PER","R_D_INCOME_PER","R_D_LESSHS_PER","R_D_LING_PER","R_D_UNDER5_PER","R_D_OVER64_PER","R_D_UNEMPLOYED_PER","R_D_INDEX_PER","R_E_LEAD_PER","R_E_DIESEL_PER","R_E_CANCER_PER","R_E_RESP_PER","R_E_TRAFFIC_PER","R_E_NPDES_PER","R_E_NPL_PER","R_E_RMP_PER","R_E_TSDF_PER","R_E_O3_PER","R_E_PM25_PER","R_E_UST_PER","R_P_LEAD","R_P_DIESEL","R_P_CANCER","R_P_RESP","R_P_TRAFFIC","R_P_NPDES","R_P_NPL","R_P_RMP","R_P_TSDF","R_P_O3","R_P_PM25","R_P_UST","N_D_MINOR","N_D_INCOME","N_D_LESSHS","N_D_LING","N_D_UNDER5","N_D_OVER64","N_D_UNEMPLOYED","N_D_INDEX","N_E_LEAD","N_E_DIESEL","N_E_CANCER","N_E_RESP","N_E_TRAFFIC","N_E_NPDES","N_E_NPL","N_E_RMP","N_E_TSDF","N_E_O3","N_E_PM25","N_E_UST","N_D_MINOR_PER","N_D_INCOME_PER","N_D_LESSHS_PER","N_D_LING_PER","N_D_UNDER5_PER","N_D_OVER64_PER","N_D_UNEMPLOYED_PER","N_D_INDEX_PER","N_E_LEAD_PER","N_E_DIESEL_PER","N_E_CANCER_PER","N_E_RESP_PER","N_E_TRAFFIC_PER","N_E_NPDES_PER","N_E_NPL_PER","N_E_RMP_PER","N_E_TSDF_PER","N_E_O3_PER","N_E_PM25_PER","N_E_UST_PER","N_P_LEAD","N_P_DIESEL","N_P_CANCER","N_P_RESP","N_P_TRAFFIC","N_P_NPDES","N_P_NPL","N_P_RMP","N_P_TSDF","N_P_O3","N_P_PM25","N_P_UST","stateAbbr","stateName","epaRegion","totalPop","NUM_NPL","NUM_TSDF","statLayerCount","statLayerZeroPopCount","weightLayerCount","timeSeconds","distance","unit","statlevel","inputAreaMiles","lon","lat","pdfurl"
"LEXAMAR CORPORATION","100 LEXAMAR DRIVE","BOYNE CITY","MI",110000412223,45.20645,-84.98279,"Y",12,33,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000412223",123,6,27,7,0,4,21,2,16,0.3,0.0441,19,0.2,3.9,5.3e-07,0.053,0.054,1.2,38.8,6.74,3.6,25,32,9,2,6,17,6,28,0.37,0.209,23,0.25,830,0.41,0.15,0.53,1.1,43.8,8.75,7.3,23,48,46,65,40,73,28,34,52,2,65,50,5,7,41,7,65,3,5,56,32,61,37,38,67,67,40,60,17,37,41,27,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,25,52,46,59,36,75,34,36,50,1,56,26,5,8,44,3,55,10,4,66,34,66,41,46,67,67,38,66,25,39,45,22,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,12,48,39,45,36,77,30,22,63,2,30,14,4,9,44,5,59,25,9,71,19,50,34,38,53,54,28,49,18,29,32,14,"MI","MICHIGAN",5,4424,0,2,8,0,230,0.2767035,2.5,9035,"blockgroup",19.63,-84.98279,45.20645,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-84.98279,""y"":45.20645}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"LEXINGTON PRECISION","1076 RIDGEWOOD ROAD","JASPER","GA",110000765164,34.46788,-84.41818,"Y",8,0,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000765164",124,15,33,19,2,4,18,3,24,0.2,0.129,30,0.4,65,0.00043,0.011,0.051,0.027,38.5,8.28,1.4,47,34,13,3,6,14,6,41,0.13,0.294,36,0.46,520,0.079,0.037,0.63,0.42,39.4,8.94,2.1,15,51,76,67,30,76,30,26,80,18,48,46,30,59,35,5,2,36,18,57,17,34,30,30,33,16,33,41,42,29,30,14,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,26,50,77,65,35,64,31,33,75,21,82,77,36,54,9,5,2,50,56,54,23,37,30,30,37,26,45,47,49,31,31,19,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,28,59,78,58,33,67,33,39,53,20,83,81,26,42,5,4,2,23,41,51,36,40,29,27,43,34,50,51,53,35,33,22,"GA","GEORGIA",4,6824,0,0,9,0,274,0.2857378,2.5,9035,"blockgroup",19.63,-84.41818,34.46788,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-84.41818,""y"":34.46788}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"LIBERTY PULTRUSIONS/WEST MIFFLIN","1575 LEBANON SCHOOL RD","WEST MIFFLIN","PA",110000329305,40.33886,-79.8992,"Y",10,29,2,3,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000329305",125,17,38,7,1,6,22,8,28,0.71,0.318,110,0.36,300,0.58,0.036,1.1,2.8,44.3,10.1,2.4,24,28,9,2,6,18,5,26,0.47,0.269,31,0.32,580,66,0.19,0.81,1.4,42.1,8.72,3.4,59,73,49,61,57,74,80,69,73,65,99,84,53,89,13,75,85,89,97,63,44,50,11,56,54,5,69,52,16,63,60,46,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,41,74,47,58,54,78,80,57,83,66,99,76,53,91,17,82,80,86,99,68,27,41,8,49,44,4,57,37,14,53,49,36,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,32,65,43,47,50,81,78,46,88,66,99,66,56,91,31,78,77,70,85,62,15,32,5,39,35,4,43,32,13,43,40,31,"PA","PENNSYLVANIA",3,31626,0,6,41,0,1224,0.5337328,2.5,9035,"blockgroup",19.63,-79.8992,40.33886,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-79.8992,""y"":40.33886}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"LIFOAM INDUSTRIES, LLC","121 BATA BLVD","BELCAMP","MD",110024888898,39.46865,-76.23527,"Y",8,54,0,2,"Y","https://echo.epa.gov/detailed-facility-report?fid=110024888898",126,42,21,7,1,7,10,5,32,0.075,0.26,30,0.3,370,2.2e-06,0.57,1.6,3,45.2,7.76,1,49,22,10,3,6,15,5,35,0.28,0.317,30,0.37,720,0.48,0.13,0.67,3.4,44.1,8.18,1.8,46,59,51,56,69,33,55,48,33,33,90,33,54,30,97,87,57,65,17,54,44,45,46,47,29,38,5,19,31,46,46,35,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,67,47,47,64,72,26,56,63,22,52,85,52,58,14,95,89,82,92,29,51,60,52,58,60,37,64,10,28,24,58,60,48,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,59,37,43,52,69,31,53,52,34,54,83,47,61,11,96,87,79,77,27,46,45,41,47,49,29,55,6,24,21,48,50,40,"MD","MARYLAND",3,20179,1,7,18,0,352,0.3079529,2.5,9035,"blockgroup",19.63,-76.23527,39.46865,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-76.23527,""y"":39.46865}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"LOPAREX/MALVERN","2400 CONTINENTAL BOULEVARD","MALVERN","PA",110010971877,40.050293,-75.502579,"Y",4,11,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110010971877",127,19,12,3,2,6,20,5,16,0.36,0.301,30,0.3,510,1.9e-06,0.73,0.21,0.73,42.7,9.24,1.8,24,28,9,2,6,18,5,26,0.47,0.269,31,0.32,580,66,0.19,0.81,1.4,42.1,8.72,3.4,63,20,18,70,56,63,55,39,42,61,84,67,69,9,95,33,52,55,77,58,24,19,24,27,12,71,3,39,22,25,23,22,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,45,25,19,67,52,69,55,28,60,62,85,52,66,14,97,45,53,59,90,62,14,14,19,23,11,58,1,26,18,20,16,15,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,35,18,17,56,48,74,53,20,68,63,83,47,69,11,97,39,50,55,68,57,7,11,14,19,8,51,0,23,16,17,14,14,"PA","PENNSYLVANIA",3,23454,1,2,21,0,439,0.302954,2.5,9035,"blockgroup",19.63,-75.502579,40.050293,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-75.502579,""y"":40.050293}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"LUCITE INTERNATIONAL INC","6350 N TWIN CITY HWY","NEDERLAND","TX",110000463917,30.013916,-94.029616,"Y",12,256,8,4,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000463917",128,49,23,23,1,3,7,2,32,0.28,0.267,45,0.4,190,0.0015,0.086,4.1,2.4,34.5,10.3,0.54,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,40,37,71,29,17,26,24,33,80,70,96,95,46,52,72,97,92,17,80,31,62,33,35,35,42,22,26,43,13,36,35,22,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,49,33,74,39,19,21,24,36,79,69,95,85,51,53,75,97,91,12,84,37,64,36,38,39,48,23,28,50,15,40,39,22,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,65,42,83,48,24,14,24,53,61,55,98,81,47,53,61,98,74,10,86,37,70,53,54,55,62,32,45,64,30,56,55,34,"TX","TEXAS",6,11129,0,4,8,0,327,0.3399369,2.5,9035,"blockgroup",19.63,-94.029616,30.013916,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-94.029616,""y"":30.013916}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"M TEK INCORPORATED","1020 VOLUNTEER PARKWAY","MANCHESTER","TN",110000371464,35.43542,-86.02862,"Y",5,34,0,2,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000371464",129,13,28,13,0,6,16,5,21,0.084,0.173,30,0.34,120,0.00015,0.013,0.24,0.47,40.6,7.68,0.82,26,35,13,2,6,16,5,31,0.19,0.231,32,0.4,290,0.035,0.07,0.53,0.6,42.6,8.2,1.3,44,40,58,68,57,53,56,36,40,39,80,43,55,50,9,57,68,10,21,59,36,32,33,35,21,34,49,27,15,34,34,15,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,23,41,60,52,58,55,51,25,53,35,82,45,47,45,15,50,67,62,29,45,18,25,23,25,19,31,39,23,13,22,25,19,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,25,51,65,46,56,58,54,32,36,32,83,59,37,34,7,43,43,35,25,42,32,27,20,21,25,39,46,26,24,25,26,21,"TN","TENNESSEE",4,1891,0,2,6,0,165,0.2519605,2.5,9035,"blockgroup",19.63,-86.02862,35.43542,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-86.02862,""y"":35.43542}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MAAX HYDRO SWIRL MANUFACTURING","2150 DIVISION ST","BELLINGHAM","WA",110000490059,48.781591,-122.447329,"Y",12,24,1,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000490059",130,22,33,7,3,5,15,5,28,0.29,0.245,30,0.41,670,2.7e-05,0.28,1.6,3.6,31.8,6.2,9.7,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,41,71,52,60,44,55,58,56,71,39,48,36,73,54,84,88,81,25,6,80,17,47,49,50,35,76,13,12,20,48,52,21,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,48,65,49,66,44,52,56,57,72,45,58,47,77,42,90,88,86,16,5,86,17,44,46,48,35,78,9,15,18,50,53,20,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,39,59,39,61,45,51,55,46,62,50,84,83,75,23,90,86,82,5,5,88,19,33,33,31,27,63,8,12,14,43,43,14,"WA","WASHINGTON",10,46710,0,6,30,0,871,0.3399466,2.5,9035,"blockgroup",19.63,-122.447329,48.781591,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.447329,""y"":48.781591}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MAAX US CORP","1001 N. OAK RD.","PLYMOUTH","IN",110000399541,41.349592,-86.328762,"Y",1,17,10,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000399541",131,25,49,18,6,5,16,5,37,0.34,0.245,20,0.29,540,0.015,0.029,0.97,1,43.1,8.6,5.9,21,32,11,2,6,15,5,26,0.34,0.28,23,0.3,540,0.34,0.17,0.82,1.6,44.1,9.2,2.8,71,80,80,91,43,60,66,77,60,46,67,83,72,67,13,72,53,4,7,83,81,79,79,80,89,85,77,86,83,79,79,85,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,64,82,85,87,47,56,64,75,54,50,60,75,70,68,19,71,52,28,30,75,78,77,76,77,87,86,76,86,80,77,77,82,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,42,79,75,76,46,60,60,59,66,50,32,45,70,72,25,75,56,59,49,81,71,63,61,62,80,80,61,78,73,62,62,74,"IN","INDIANA",5,11756,0,2,14,0,479,0.3309534,2.5,9035,"blockgroup",19.63,-86.328762,41.349592,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-86.328762,""y"":41.349592}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MAAX US CORP.","718 MID ATLANTIC PARKWAY","MARTINSBURG","WV",110040877806,39.495698,-77.94752,"Y",9,3,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110040877806",132,20,37,15,0,8,14,6,28,0.13,0.247,30,0.39,350,0.12,0.037,0.43,1.8,39.5,8.13,2.2,8,38,13,0,5,19,7,23,0.34,0.128,28,0.33,220,2.3,0.084,0.45,0.74,39.8,7.64,1.7,89,48,63,88,80,22,54,73,20,94,91,90,81,68,47,76,88,43,70,79,87,16,36,34,38,36,43,17,8,40,37,33,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,46,73,77,56,77,41,66,58,31,49,85,89,57,87,18,62,72,16,42,66,64,39,40,38,47,15,51,25,16,44,42,37,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,36,64,70,46,73,48,64,47,44,51,83,76,60,85,32,56,68,29,36,61,50,30,30,30,37,14,37,22,15,36,34,32,"WV","WEST VIRGINIA",3,19072,0,4,18,0,505,0.372933,2.5,9035,"blockgroup",19.63,-77.94752,39.495698,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-77.94752,""y"":39.495698}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MACRO PLASTICS WASHINGTON","3555 BAY ST","UNION GAP","WA",110043335218,46.55182,-120.488107,"Y",12,0,2,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110043335218",133,68,56,40,13,10,12,9,62,0.46,0.259,59,0.99,500,NA,0.56,3.8,1.7,41.1,9.56,10,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,93,92,97,91,86,38,83,95,83,41,99,99,66,NA,92,98,63,82,86,81,97,92,97,97,92,NA,98,98,93,95,95,95,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,94,91,98,93,86,36,82,96,84,47,99,99,70,NA,95,97,71,71,87,87,98,93,98,98,94,NA,99,98,95,96,96,97,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,76,86,96,87,86,36,80,84,75,54,99,99,68,NA,95,97,67,39,76,89,92,82,94,96,85,NA,97,97,85,84,85,94,"WA","WASHINGTON",10,17739,1,0,22,0,470,0.3599458,2.5,9035,"blockgroup",19.63,-120.488107,46.55182,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-120.488107,""y"":46.55182}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MAYHEW BASQUE PLASTICS LLC","100 SIMPLEX DR","WESTMINSTER","MA",110070056927,42.56094,-71.92172,"Y",1,2,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110070056927",134,12,13,8,0,3,14,6,13,0.34,0.104,20,0.2,400,2.9e-05,0.037,0.25,0.39,38.3,5.33,0.37,28,22,9,6,5,16,5,25,0.49,0.295,24,0.3,2100,0.21,0.17,0.7,5.2,39.5,6.78,3.1,33,38,61,40,27,44,67,33,32,5,56,21,36,18,5,45,14,13,1,27,26,50,27,35,28,59,51,27,57,22,30,48,25,23,9,5,5,17,5,24,0.44,0.227,23,0.28,1300,0.4,0.15,0.6,3.8,39.8,6.68,3,42,35,61,48,28,39,67,34,40,17,67,31,52,23,9,50,24,28,7,34,21,41,24,32,18,56,50,24,50,22,29,45,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,23,21,47,45,20,49,63,14,66,13,32,14,63,23,32,44,40,23,1,33,5,30,19,25,8,43,25,19,24,15,24,31,"MA","MASSACHUSETTS",1,6794,0,0,8,0,205,0.3049382,2.5,9035,"blockgroup",19.63,-71.92172,42.56094,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-71.92172,""y"":42.56094}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MCCLARIN PLASTICS LLC/BLETTNER AVE","211 N BLETTNER AVE","HANOVER","PA",110000923975,39.794,-77.00138,"Y",12,17,0,1,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000923975",135,10,26,12,1,6,19,4,18,0.47,0.236,30,0.3,420,0.0088,0.11,0.76,0.5,41.9,8.43,6.1,24,28,9,2,6,18,5,26,0.47,0.269,31,0.32,580,66,0.19,0.81,1.4,42.1,8.72,3.4,44,54,72,65,61,58,48,49,53,43,84,67,64,63,52,65,44,42,32,82,38,35,31,34,28,23,31,17,37,34,35,13,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,29,57,69,62,57,65,48,36,68,45,85,52,62,73,61,74,45,48,56,87,22,27,26,30,23,16,20,10,29,27,26,8,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,20,48,62,51,53,70,47,26,75,48,83,47,64,68,69,69,44,47,45,81,12,21,18,24,18,15,14,9,26,22,22,8,"PA","PENNSYLVANIA",3,35423,0,0,34,0,1298,0.4029418,2.5,9035,"blockgroup",19.63,-77.00138,39.794,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-77.00138,""y"":39.794}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MICHELIN NORTH AMERICA INC","5101 21ST ST.","TUSCALOOSA","AL",110000367139,33.194529,-87.604239,"Y",10,30,7,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000367139",136,85,61,20,0,6,15,10,73,0.38,0.329,40,0.55,550,0.011,0.012,1.2,2.6,38.1,9.08,2.7,34,37,14,1,6,17,6,36,0.18,0.216,34,0.47,230,0.42,0.054,0.41,0.83,39.1,8.9,1.7,90,88,75,71,53,45,79,92,87,82,99,95,90,77,7,90,92,40,65,80,96,94,96,97,93,91,81,97,97,95,95,91,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,88,88,79,52,53,50,82,92,89,72,98,98,79,81,13,84,94,47,82,68,95,87,92,93,85,93,73,92,96,90,91,83,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,86,89,79,46,51,53,84,91,69,68,97,97,71,70,7,80,76,21,63,65,91,88,94,95,83,87,70,92,89,89,90,84,"AL","ALABAMA",4,16354,0,3,20,0,836,0.4489787,2.5,9035,"blockgroup",19.63,-87.604239,33.194529,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-87.604239,""y"":33.194529}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MIKRON INDUSTRIES","1034 6TH AVE N","KENT","WA",110000489169,47.39421,-122.239358,"Y",12,22,7,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000489169",137,60,35,15,10,7,12,6,47,0.1,0.538,40,0.71,1100,0.0037,0.61,1.3,6.5,34.9,7.8,9.5,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,88,73,82,88,60,39,71,87,45,81,92,93,84,95,93,85,92,58,61,80,84,92,89,90,93,98,95,92,95,88,88,92,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,91,68,81,91,61,37,69,88,45,83,94,95,87,86,96,84,94,42,45,86,85,93,91,92,94,96,97,93,97,89,89,94,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,71,62,68,84,61,37,68,71,40,90,97,99,84,61,96,82,91,11,28,88,72,81,78,82,86,82,93,83,89,72,72,90,"WA","WASHINGTON",10,66110,2,21,48,0,946,0.3709262,2.5,9035,"blockgroup",19.63,-122.239358,47.39421,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.239358,""y"":47.39421}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MILGARD MANUFACTURING","1010 54TH AVE E","TACOMA","WA",110000490442,47.248719,-122.358186,"Y",12,11,5,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110000490442",138,43,24,9,4,7,10,5,33,0.17,0.583,40,0.62,930,5.8e-05,0.17,2,4,35.1,8,5.3,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,73,54,64,66,63,32,57,69,57,87,92,88,81,63,71,92,83,60,78,69,50,66,70,69,82,80,68,76,56,70,70,85,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,79,47,62,71,64,30,55,69,58,87,94,92,84,48,81,91,88,43,55,75,52,64,70,68,84,80,66,78,51,72,72,87,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,60,43,50,66,64,31,55,55,50,92,97,99,81,28,82,90,84,12,33,79,42,52,55,53,72,65,52,61,41,57,57,76,"WA","WASHINGTON",10,28269,0,10,31,0,630,0.3629397,2.5,9035,"blockgroup",19.63,-122.358186,47.248719,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.358186,""y"":47.248719}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
"MILGARD PULTRUSION DIVISION","2935 70TH AVE E","TACOMA","WA",110016685167,47.230213,-122.332317,"Y",12,9,0,0,"Y","https://echo.epa.gov/detailed-facility-report?fid=110016685167",139,33,20,8,2,7,13,4,27,0.16,0.533,40,0.63,810,7.9e-05,0.13,1,3.6,35.5,7.96,5.3,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,60,46,60,59,60,44,49,53,55,81,92,89,78,65,60,80,81,63,76,69,35,34,49,45,46,30,44,27,19,54,54,48,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,67,38,58,64,61,42,47,54,56,82,94,92,81,50,72,79,86,47,54,75,35,32,47,43,46,41,37,30,17,55,55,46,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,51,36,47,60,61,41,47,44,48,89,97,99,79,29,75,77,82,13,32,79,31,23,34,27,35,44,29,26,13,46,45,39,"WA","WASHINGTON",10,31124,0,6,32,0,571,0.3089545,2.5,9035,"blockgroup",19.63,-122.332317,47.230213,"https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry={""spatialReference"":{""wkid"":4326},""x"":-122.332317,""y"":47.230213}&distance=2.5&unit=9035&areatype=&areaid=&f=report"
