"id","EJScreenPDF","EJScreenMAP","siteid","sitename","lon","lat","pctmin","pctlowinc","pctlths","pctlingiso","pctunder5","pctover64","pctunemployed","VSI.eo","pctpre1960","dpm","cancer","resp","traffic.score","proximity.npdes","proximity.npl","proximity.rmp","proximity.tsdf","o3","pm","ust","state.avg.pctmin","state.avg.pctlowinc","state.avg.pctlths","state.avg.pctlingiso","state.avg.pctunder5","state.avg.pctover64","state.avg.unemployed","state.avg.VSI.eo","state.avg.pctpre1960","state.avg.dpm","state.avg.cancer","state.avg.resp","state.avg.traffic.score","state.avg.proximity.npdes","state.avg.proximity.npl","state.avg.proximity.rmp","state.avg.proximity.tsdf","state.avg.o3","state.avg.pm","state.avg.ust","state.pctile.pctmin","state.pctile.pctlowinc","state.pctile.pctlths","state.pctile.pctlingiso","state.pctile.pctunder5","state.pctile.pctover64","state.pctile.unemployed","state.pctile.VSI.eo","state.pctile.pctpre1960","state.pctile.dpm","state.pctile.cancer","state.pctile.resp","state.pctile.traffic.score","state.pctile.proximity.npdes","state.pctile.proximity.npl","state.pctile.proximity.rmp","state.pctile.proximity.tsdf","state.pctile.o3","state.pctile.pm","state.pctile.ust","state.pctile.EJ.DISPARITY.pctpre1960.eo","state.pctile.EJ.DISPARITY.dpm.eo","state.pctile.EJ.DISPARITY.cancer.eo","state.pctile.EJ.DISPARITY.resp.eo","state.pctile.EJ.DISPARITY.traffic.score.eo","state.pctile.EJ.DISPARITY.proximity.npdes.eo","state.pctile.EJ.DISPARITY.proximity.npl.eo","state.pctile.EJ.DISPARITY.proximity.rmp.eo","state.pctile.EJ.DISPARITY.proximity.tsdf.eo","state.pctile.EJ.DISPARITY.o3.eo","state.pctile.EJ.DISPARITY.pm.eo","state.pctile.ust","region.avg.pctmin","region.avg.pctlowinc","region.avg.pctlths","region.avg.pctlingiso","region.avg.pctunder5","region.avg.pctover64","region.avg.unemployed","region.avg.VSI.eo","region.avg.pctpre1960","region.avg.dpm","region.avg.cancer","region.avg.resp","region.avg.traffic.score","region.avg.proximity.npdes","region.avg.proximity.npl","region.avg.proximity.rmp","region.avg.proximity.tsdf","region.avg.o3","region.avg.pm","region.avg.ust","region.pctile.pctmin","region.pctile.pctlowinc","region.pctile.pctlths","region.pctile.pctlingiso","region.pctile.pctunder5","region.pctile.pctover64","region.pctile.unemployed","region.pctile.VSI.eo","region.pctile.pctpre1960","region.pctile.dpm","region.pctile.cancer","region.pctile.resp","region.pctile.traffic.score","region.pctile.proximity.npdes","region.pctile.proximity.npl","region.pctile.proximity.rmp","region.pctile.proximity.tsdf","region.pctile.o3","region.pctile.pm","region.pctile.ust","region.pctile.EJ.DISPARITY.pctpre1960.eo","region.pctile.EJ.DISPARITY.dpm.eo","region.pctile.EJ.DISPARITY.cancer.eo","region.pctile.EJ.DISPARITY.resp.eo","region.pctile.EJ.DISPARITY.traffic.score.eo","region.pctile.EJ.DISPARITY.proximity.npdes.eo","region.pctile.EJ.DISPARITY.proximity.npl.eo","region.pctile.EJ.DISPARITY.proximity.rmp.eo","region.pctile.EJ.DISPARITY.proximity.tsdf.eo","region.pctile.EJ.DISPARITY.o3.eo","region.pctile.EJ.DISPARITY.pm.eo","region.pctile.ust","us.avg.pctmin","us.avg.pctlowinc","us.avg.pctlths","us.avg.pctlingiso","us.avg.pctunder5","us.avg.pctover64","us.avg.unemployed","us.avg.VSI.eo","us.avg.pctpre1960","us.avg.dpm","us.avg.cancer","us.avg.resp","us.avg.traffic.score","us.avg.proximity.npdes","us.avg.proximity.npl","us.avg.proximity.rmp","us.avg.proximity.tsdf","us.avg.o3","us.avg.pm","us.avg.ust","pctile.pctmin","pctile.pctlowinc","pctile.pctlths","pctile.pctlingiso","pctile.pctunder5","pctile.pctover64","pctile.pctunemployed","pctile.VSI.eo","pctile.pctpre1960","pctile.dpm","pctile.cancer","pctile.resp","pctile.traffic.score","pctile.proximity.npdes","pctile.proximity.npl","pctile.proximity.rmp","pctile.proximity.tsdf","pctile.o3","pctile.pm","pctile.ust","pctile.EJ.DISPARITY.pctpre1960.eo","pctile.EJ.DISPARITY.dpm.eo","pctile.EJ.DISPARITY.cancer.eo","pctile.EJ.DISPARITY.resp.eo","pctile.EJ.DISPARITY.traffic.score.eo","pctile.EJ.DISPARITY.proximity.npdes.eo","pctile.EJ.DISPARITY.proximity.npl.eo","pctile.EJ.DISPARITY.proximity.rmp.eo","pctile.EJ.DISPARITY.proximity.tsdf.eo","pctile.EJ.DISPARITY.o3.eo","pctile.EJ.DISPARITY.pm.eo","pctile.ust","ST","statename","REGION","pop","NUM_NPL","NUM_TSDF","statLayerCount","statLayerZeroPopCount","weightLayerCount","timeSeconds","radius.miles","unit","statlevel","inputAreaMiles","lon.1","lat.1"
86,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-83.2901189,%22y%22:42.6250066%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 86</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=42.6250066,-83.2901189"", target=""_blank"">EJScreen Map 86</a>",86,"site 86",-83.2901189,42.6250066,90,59,17,3,8,13,13,74,0.58,0.364,20,0.3,1500,0.027,0.062,0.37,4.2,45.1,9.52,24,25,32,9,2,6,17,6,28,0.37,0.209,23,0.25,830,0.41,0.15,0.53,1.1,43.8,8.75,7.3,93,87,85,84,81,33,89,94,74,90,70,99,83,82,50,64,95,75,71,91,92,94,90,93,93,95,90,90,97,93,93,96,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,94,89,83,79,78,37,91,95,74,76,60,79,90,73,52,49,88,71,70,96,92,90,88,90,95,91,88,85,94,91,91,97,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,89,88,73,65,76,42,91,92,82,73,33,47,88,76,50,53,85,76,75,97,91,83,74,77,91,88,79,77,90,82,81,97,"MI","MICHIGAN",5,8480,0,3,16,0,270,0.3859917,1,9035,"blockgroup",3.14,-83.2901189,42.6250066
87,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-87.6603519,%22y%22:41.7713295%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 87</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=41.7713295,-87.6603519"", target=""_blank"">EJScreen Map 87</a>",87,"site 87",-87.6603519,41.7713295,99,65,23,2,8,18,28,82,0.77,0.584,30,0.42,510,NA,0.079,1.5,2,45.4,10.5,15,39,28,11,4,6,15,6,34,0.4,0.407,29,0.38,760,36,0.095,1.2,2.7,45.3,9.96,8,96,93,86,53,75,69,98,97,84,83,88,82,64,NA,69,74,55,51,76,81,88,87,84,84,83,NA,87,85,81,84,85,88,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,98,93,91,70,75,65,98,98,86,95,96,95,69,NA,61,82,70,80,94,90,94,95,92,93,89,NA,90,93,89,92,92,95,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,97,92,83,55,73,68,99,96,91,92,83,84,69,NA,58,84,70,78,89,93,93,89,81,82,82,NA,81,89,84,82,83,94,"IL","ILLINOIS",5,27881,0,0,55,0,920,0.5509741,1,9035,"blockgroup",3.14,-87.6603519,41.7713295
88,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-116.9442959,%22y%22:33.768776%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 88</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=33.768776,-116.9442959"", target=""_blank"">EJScreen Map 88</a>",88,"site 88",-116.9442959,33.768776,69,47,24,6,7,14,7,58,0.048,0.208,30,0.3,78,NA,0.031,0.53,1.8,63.2,9.04,1.1,63,31,17,9,6,14,6,47,0.29,0.33,31,0.43,1300,74,0.18,1.1,5.2,48.1,11.7,3.7,52,77,70,46,57,58,65,67,28,26,76,24,27,NA,16,47,27,88,10,38,58,68,81,73,56,NA,57,69,61,89,74,68,60,31,16,8,6,15,6,46,0.23,0.33,30,0.41,1300,59,0.15,1,4.4,49.6,10.8,3.3,56,76,73,51,57,57,65,70,37,28,75,30,26,NA,21,52,35,90,27,42,63,70,83,75,57,NA,62,73,67,89,78,71,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,77,77,85,73,60,47,71,80,28,41,83,47,29,NA,27,61,68,98,62,47,77,84,91,87,72,NA,79,85,88,96,91,81,"CA","CALIFORNIA",9,15075,0,1,7,0,124,0.2799994,1,9035,"blockgroup",3.14,-116.9442959,33.768776
89,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-71.4318396,%22y%22:41.8074479%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 89</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=41.8074479,-71.4318396"", target=""_blank"">EJScreen Map 89</a>",89,"site 89",-71.4318396,41.8074479,83,54,28,23,7,10,8,68,0.7,0.415,30,0.3,1500,0.022,0.14,1.4,13,42.7,7.27,13,28,27,11,5,5,17,5,28,0.5,0.247,24,0.27,800,3.5,0.21,1,5.5,42.3,6.91,4.9,92,87,93,92,76,23,75,92,72,91,99,100,88,61,51,64,89,81,73,91,90,93,92,91,92,91,90,91,94,91,91,95,25,23,9,5,5,17,5,24,0.44,0.227,23,0.28,1300,0.4,0.15,0.6,3.8,39.8,6.68,3,94,91,94,95,78,20,80,95,79,90,99,91,80,87,73,86,94,88,68,95,94,96,95,93,93,96,96,96,97,94,94,97,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,84,84,89,94,68,28,76,88,88,80,83,47,88,75,77,83,97,54,16,92,94,87,84,80,92,89,88,90,97,85,81,94,"RI","RHODE ISLAND",1,45091,0,1,48,0,572,0.545983,1,9035,"blockgroup",3.14,-71.4318396,41.8074479
90,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-81.8127019,%22y%22:41.2122318%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 90</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=41.2122318,-81.8127019"", target=""_blank"">EJScreen Map 90</a>",90,"site 90",-81.8127019,41.2122318,8,17,8,0,5,16,2,13,0.47,0.238,20,0.3,93,1.6e-07,0.046,0.28,0.33,41.6,8.92,0.084,21,31,10,1,6,17,5,26,0.4,0.273,24,0.3,370,0.33,0.095,0.72,1.5,44.5,9.13,2.6,41,30,51,69,45,50,30,27,64,43,63,89,40,NA,48,48,37,5,34,23,10,27,31,24,30,72,32,29,36,29,27,52,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,33,32,53,59,44,54,28,24,66,48,60,79,30,NA,38,43,33,18,45,22,7,23,29,22,37,69,35,30,38,26,24,51,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,17,30,45,45,43,58,25,14,76,49,32,47,32,NA,39,47,38,43,59,22,5,17,26,21,27,55,25,20,27,19,16,38,"OH","OHIO",5,2907,0,0,4,0,36,0.267983,1,9035,"blockgroup",3.14,-81.8127019,41.2122318
91,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-102.9272158,%22y%22:36.3520121%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 91</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=36.3520121,-102.9272158"", target=""_blank"">EJScreen Map 91</a>",91,"site 91",-102.9272158,36.3520121,22,31,30,4,4,18,2,26,0.45,0.043,10,0.1,110,NA,0.0058,2.8,0.0093,49.4,5.56,0.014,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,13,49,80,50,22,79,26,24,88,1,0,0,32,NA,2,93,0,92,NA,11,7,36,36,36,28,NA,36,10,37,32,35,32,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,19,45,84,60,23,74,26,26,88,1,1,0,36,NA,1,93,0,89,2,12,10,40,40,40,30,NA,40,10,41,35,38,35,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,38,55,90,67,30,65,25,43,74,2,1,1,34,NA,1,94,0,87,2,17,31,56,56,56,44,NA,57,13,57,51,55,47,"TX","TEXAS",6,7,0,0,1,0,1,0.2419871,1,9035,"blockgroup",3.14,-102.9272158,36.3520121
92,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-87.9645076,%22y%22:43.1082377%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 92</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=43.1082377,-87.9645076"", target=""_blank"">EJScreen Map 92</a>",92,"site 92",-87.9645076,43.1082377,93,63,14,1,8,9,10,78,0.82,0.258,20,0.3,1400,5.3e-05,0.1,1.9,4,43.5,8.52,9.7,19,27,8,2,6,16,4,23,0.36,0.185,20,0.24,560,0.31,0.12,0.89,1.6,41.6,7.83,2.7,97,94,85,73,78,15,93,97,91,77,98,98,90,38,66,84,86,82,68,92,97,94,95,95,95,90,96,95,95,95,95,96,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,95,92,76,67,74,18,85,96,90,53,60,79,90,25,70,87,87,33,27,84,96,89,89,91,96,80,93,94,94,92,91,93,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,91,91,66,52,72,22,84,94,94,53,32,47,88,27,66,89,84,62,47,89,95,80,76,78,92,71,84,91,90,83,82,92,"WI","WISCONSIN",5,23086,0,0,39,0,309,0.4060205,1,9035,"blockgroup",3.14,-87.9645076,43.1082377
93,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-71.0946464,%22y%22:42.3974602%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 93</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=42.3974602,-71.0946464"", target=""_blank"">EJScreen Map 93</a>",93,"site 93",-71.0946464,42.3974602,37,24,10,11,4,10,3,31,0.66,0.633,30,0.45,7300,0.0069,0.088,1.9,17,38.9,7.5,11,28,22,9,6,5,16,5,25,0.49,0.295,24,0.3,2100,0.21,0.17,0.7,5.2,39.5,6.78,3.1,71,65,67,80,41,23,43,69,67,91,99,98,94,82,50,91,92,26,84,93,63,65,71,72,92,87,71,43,31,72,72,12,25,23,9,5,5,17,5,24,0.44,0.227,23,0.28,1300,0.4,0.15,0.6,3.8,39.8,6.68,3,76,61,69,84,42,20,43,73,75,96,99,99,96,78,51,93,96,34,79,93,64,60,74,75,95,88,74,38,25,75,75,12,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,55,43,55,84,32,28,40,50,86,94,83,87,98,66,62,90,98,26,21,90,26,43,54,55,94,79,48,28,9,56,56,8,"MA","MASSACHUSETTS",1,47350,0,1,50,0,496,0.4389639,1,9035,"blockgroup",3.14,-71.0946464,42.3974602
94,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-83.2820329,%22y%22:33.0314887%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 94</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=33.0314887,-83.2820329"", target=""_blank"">EJScreen Map 94</a>",94,"site 94",-83.2820329,33.0314887,53,78,24,0,16,12,2,66,0.1,0.105,30,0.4,32,NA,0.023,0.13,0.15,37.2,8.94,0.3,47,34,13,3,6,14,6,41,0.13,0.294,36,0.46,520,0.079,0.037,0.63,0.42,39.4,8.94,2.1,59,97,85,52,98,47,18,83,64,10,48,47,18,NA,80,28,45,23,39,29,82,64,75,75,58,NA,88,65,71,77,78,62,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,69,97,86,51,98,34,20,87,57,12,82,78,24,NA,35,29,39,43,79,29,84,73,84,84,67,NA,77,72,74,85,86,68,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,67,97,85,45,98,38,21,86,39,13,83,81,17,NA,20,23,24,18,59,30,79,73,86,87,66,NA,73,71,69,85,86,70,"GA","GEORGIA",4,435,0,0,1,0,5,0.2489927,1,9035,"blockgroup",3.14,-83.2820329,33.0314887
95,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-122.4561475,%22y%22:47.248898%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 95</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=47.248898,-122.4561475"", target=""_blank"">EJScreen Map 95</a>",95,"site 95",-122.4561475,47.248898,39,38,10,4,5,11,8,39,0.62,0.524,40,0.6,690,2.1e-05,0.69,2.2,5.5,33.9,7.92,19,31,26,9,4,6,15,5,29,0.22,0.336,35,0.52,710,0.021,0.19,0.65,2.2,35.3,7.86,6.1,69,77,66,66,40,33,80,77,90,80,92,87,74,52,94,94,89,48,73,91,82,79,77,77,82,80,88,89,86,76,76,89,28,28,9,3,6,16,5,28,0.22,0.312,33,0.47,600,0.53,0.13,0.66,1.7,37.2,8.17,4.5,75,72,64,71,41,31,78,78,91,81,94,91,78,39,96,93,93,33,52,94,83,82,78,79,84,81,92,90,89,77,78,91,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,57,66,52,66,42,31,76,62,84,89,97,98,76,21,96,92,89,8,31,95,69,66,62,63,72,65,82,78,76,61,62,84,"WA","WASHINGTON",10,24644,0,2,33,0,537,0.3749821,1,9035,"blockgroup",3.14,-122.4561475,47.248898
96,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-97.8465663,%22y%22:30.1719191%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 96</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=30.1719191,-97.8465663"", target=""_blank"">EJScreen Map 96</a>",96,"site 96",-97.8465663,30.1719191,41,18,4,2,7,13,2,30,0.0068,0.148,30,0.3,330,NA,0.014,0.62,0.33,38.7,9.75,0.93,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,33,28,20,40,52,60,26,29,28,31,83,44,62,NA,11,56,53,38,52,41,24,27,25,27,25,NA,31,28,27,26,26,45,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,41,24,18,51,55,52,26,32,23,33,78,37,65,NA,13,61,52,35,59,46,30,28,27,30,25,NA,34,29,29,28,27,50,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,58,31,24,59,64,41,25,49,12,25,83,47,58,NA,9,64,38,25,79,44,50,43,37,41,39,NA,51,41,45,43,38,65,"TX","TEXAS",6,11221,0,0,11,0,128,0.2929794,1,9035,"blockgroup",3.14,-97.8465663,30.1719191
97,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-90.7119075,%22y%22:33.7441253%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 97</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=33.7441253,-90.7119075"", target=""_blank"">EJScreen Map 97</a>",97,"site 97",-90.7119075,33.7441253,81,62,25,0,7,16,10,71,0.27,0.139,30,0.33,250,0.013,0.019,0.17,0.84,41.3,8.88,3,43,42,15,1,6,15,7,43,0.15,0.149,32,0.42,140,0.02,0.064,0.54,0.31,37.8,9.15,2.6,83,82,83,80,64,58,72,85,85,56,81,29,82,95,38,52,90,94,34,73,87,83,84,79,89,97,76,77,96,88,85,84,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,86,89,87,51,69,55,82,91,83,24,82,43,63,82,30,39,77,68,77,70,89,75,83,79,79,93,75,74,89,86,85,82,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,83,90,86,45,67,58,84,90,61,23,83,58,52,71,16,32,53,40,57,67,83,75,85,82,77,88,71,73,79,85,85,83,"MS","MISSISSIPPI",4,6169,0,0,9,0,295,0.3190034,1,9035,"blockgroup",3.14,-90.7119075,33.7441253
98,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-97.0992474,%22y%22:33.085645%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 98</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=33.085645,-97.0992474"", target=""_blank"">EJScreen Map 98</a>",98,"site 98",-97.0992474,33.085645,13,8,1,0,4,18,6,11,0.0084,0.231,30,0.4,69,4.8e-05,0.025,0.1,0.11,47.5,9.86,0.082,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,5,11,5,27,21,80,67,2,29,57,83,95,23,18,32,9,22,89,62,16,20,6,7,6,15,26,15,22,18,6,7,22,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,9,8,4,37,23,76,65,3,24,58,78,85,27,21,35,14,25,84,67,19,25,7,8,7,14,27,15,22,20,6,7,23,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,26,11,5,45,30,68,65,10,13,47,83,81,27,26,22,16,18,85,81,22,46,12,8,7,25,37,29,32,36,8,7,35,"TX","TEXAS",6,1192,0,0,3,0,35,0.2579835,1,9035,"blockgroup",3.14,-97.0992474,33.085645
99,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-82.0030903,%22y%22:28.0736246%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 99</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=28.0736246,-82.0030903"", target=""_blank"">EJScreen Map 99</a>",99,"site 99",-82.0030903,28.0736246,53,51,25,4,8,15,8,52,0.093,0.288,30,0.4,1200,0.03,0.23,1.3,1.1,34.9,7.72,2.7,46,34,12,7,5,20,6,40,0.11,0.338,28,0.36,630,1,0.13,0.79,0.5,32.7,7.64,6.2,61,79,88,56,75,44,75,70,68,44,96,92,86,79,87,79,88,78,57,52,82,71,76,77,89,91,86,86,90,77,75,70,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,69,78,87,75,72,48,73,75,56,64,82,78,91,87,93,86,82,29,31,67,84,83,82,82,94,95,94,92,91,81,81,80,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,67,81,86,68,70,52,76,75,38,60,83,81,85,77,88,81,58,11,26,65,79,83,84,84,93,91,93,91,82,81,82,81,"FL","FLORIDA",4,2960,0,1,6,0,55,0.2699933,1,9035,"blockgroup",3.14,-82.0030903,28.0736246
100,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-92.1283809,%22y%22:30.4444843%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 100</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=30.4444843,-92.1283809"", target=""_blank"">EJScreen Map 100</a>",100,"site 100",-92.1283809,30.4444843,49,31,20,0,10,9,3,40,0.088,0.154,30,0.4,3.6,0.0045,0.019,0.28,0.1,35.9,9.11,0.068,41,39,15,2,7,15,6,40,0.2,0.298,41,0.45,560,0.42,0.086,0.91,1.4,37.2,9.22,2,63,41,73,62,79,22,29,56,41,28,46,58,5,61,18,45,18,27,48,20,65,61,62,63,52,78,59,65,58,64,64,58,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,49,46,70,37,79,34,31,49,56,35,78,85,3,65,25,42,23,19,24,18,65,55,56,57,43,73,52,55,52,54,56,50,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,64,56,80,45,85,24,31,64,37,27,83,81,4,62,16,47,17,14,64,21,70,66,70,70,58,81,64,68,62,68,70,65,"LA","LOUISIANA",6,389,0,0,1,0,8,0.2319593,1,9035,"blockgroup",3.14,-92.1283809,30.4444843
